v+A1:K58ideoId,commentId,author,text,likeCount,replyCount,supportive,toxic,level,obscene,insult,threat,personal
RHHATFfNsAA,UgxEemDqyirQPnHgFkp4AaABAg,李明杰,苗栗國又上榜,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzGPzRnqympbRdlfqF4AaABAg,Isaac Leung,香港醫護罷工爭取全面封關，還有要求醫院管理局提供防疫保護衣，還是一堆阿北阿嬤跑出來罵罵罵，結果武漢肺炎就在香港爆發了,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzgyBhEFJmbCk0eCoZ4AaABAg,L Y,03:30 香港人表示：8個月後回來看，沒事，都一樣。也都是“你可以罷工，但不可以影響到我。”,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzCdX32VxeERDWghKd4AaABAg,Mike walkers,8:18,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgxrRfI4TPUkCF3Tpfx4AaABAg,Stanley Hung,"這次罷工過去半年了
現在我回顧這新聞
本來是工會想操弄與論想讓長榮好看
現在看清根本是工會搞出來的一部電視劇
那些工會幹部 都是先請假搞罷工
那些工會成員傻傻被幹部愚弄",0,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugzj0omH7uKbyU80l7F4AaABAg,Cng Tom,香港才沒有勞權萬歲啦,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgxCv36kbnotTZ5pAjh4AaABAg,衫下?士,不懂就要问。 为什么对被罢工影响的乘客和被罢工影响的其他员工是一种嘲讽的语气，因为罢工影响了出行、影响了工作而愤怒不是一种正常的反应吗,0,0,0,0.5,0.4,0,0,0,0
RHHATFfNsAA,UgwH2WNQJbIVs-9VADB4AaABAg,ㄎㄎㄎ,我覺得同工同酬這還蠻直覺的 既然你打算革命   那你也要尊重那些打算按照原本規則過的同仁阿   畢竟你罷工 選擇不罷工的人也不是不受影響   這樣有點像小朋友被老師罵還在說誰也有怎樣誰也有怎樣   這就是革命的人受尊敬的地方吧 (我不是慣老闆 如果是就不會在這看YT了),0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwGhVMQ4Iv3q2TLqiN4AaABAg,tse yu Lin,博恩開場引用了變形金剛、第一版死侍的編劇，就是罷工下的產物，直接讓人深刻體會到罷工帶來的影響！！,0,0,1,0,1,0,0,0,0
RHHATFfNsAA,UgyCVY59BAxcg8tLXrF4AaABAg,y ing,"現在香港的醫務人員也是這樣
罷工是為了權益
卻被一些家屬罵",1,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwXASgz2IUhj6jAOJN4AaABAg,Chak Loo,3:23 並沒有，香港醫護人員罷工還是被罵,2,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugy2jJsM5Jpu-U0Xe7h4AaABAg,佳恩,變形金剛編劇雖然不努力，但設計師很努力。,3,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugw7wQer8NLPSW4aV-94AaABAg,詳熊熊,0:44,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugws-q2bcJH5nDAXD4l4AaABAg,羅剎,4:53你要罷工你要先講啊！,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgztH8mr84JuGgz_xVx4AaABAg,Rex _0624,1:54是阿心嗎?!,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugzdxm3ffHTkTW_2BP94AaABAg,Melody??????,我覺得搭便車真的就是有好壞，只能等聖人出現😶,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgxxmBCmO2RgMWEkcHl4AaABAg,Gary Lin,"跟我想的不一樣耶 罵可能會心裡罵一下 但是這樣的罷工我個人認為該支持
台灣的話 只要是中型企業以上我認為很多都是勞動過度 工資過低的情況
更不用說例如醫護 航空公司 資訊科技這些加班到死的人了

只要是合理合法的要求 我個人都會支持 那怕她讓我的機票泡湯
最後 禁搭便車條款就注定了罷工的失敗 以前不是所有人都支持你了 你還把可能的助力往外推
讓這些人站在資方的同時 就注定了結局",0,0,0.6,0,0.6,0,0,0,0
RHHATFfNsAA,Ugz4YbMainIO858bVLt4AaABAg,洪英賓,"罷工前要做好心理建設：不要怪我，都是老闆的錯！要怪牠們才對 ..
被影響的人：只會對出勤的人發泄！

雙贏",0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgxfEMz5-SlZ8rOVBTJ4AaABAg,火爆浪子,8:55,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzqQp1SAAt5AsEfB6Z4AaABAg,blue blue,欸！怎麼可以用球丟博恩啊！😭😭😭該死欠揍嗎！😡,2,0,0,1,0.4,0,1,0,0
RHHATFfNsAA,UgwWFtWdSye6SbJZ9gt4AaABAg,Sunny Li,"我建議台灣還是不要拿香港來對比......
香港組織工會的確不難 但沒有集體談判權 根本一點用都沒有
相對台灣我們罷工更難 秋後算帳機會幾多",0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwDKVs3_OFUBtQqHU94AaABAg,孫嘉鴻,"我不知道你的節目，立場是不是中立的。
我是覺得你酸的幽默指數不夠優雅高度。比這群人差多了。",0,0,0,1,0.7,0,1,0,0
RHHATFfNsAA,UgzEWdvSQDTRgLcBYz14AaABAg,ONE IT,阿心！,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgxUIK0yZoKHFdKTaSF4AaABAg,HungLin_BEST,"苗栗國就是不一樣
低諮詢低出席",0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzhnZMo0cvs5sJh9s94AaABAg,林介勝,還好長榮堅持下來了，維持還是一家有競爭力的公司,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugyy7zBWS3pJB_3u7aN4AaABAg,亦威,看了兩次，隔了半年，還是覺得這影片有意義又有趣。,2,0,1,0,1,0,0,0,0
RHHATFfNsAA,UgwbW9Yom7Y1ceKI3vR4AaABAg,pangy,"回頭看底下的留言才發現
原來台灣這麼多人幫慣老闆護航啊
難怪勞權跟空氣一樣呢 🤭",2,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzwVvtRXAcpwe-goZB4AaABAg,Dora Lee,伯恩像皮膚白點的孫協志,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzvygoXGGd0WxBjqeZ4AaABAg,pcabs01,終於看到有人為長榮罷工的員工們說話了.,1,0,1,0,0.6,0,0,0,0
RHHATFfNsAA,UgwcQkYHZ3I6gY9T0554AaABAg,STP TTWWC,博恩是台湾未来的 希望,0,0,1,0,0.7,0,0,0,0
RHHATFfNsAA,Ugx5rD_AtxIxRFV314t4AaABAg,xj Du,罢工先讲可是西方民主政治国家的常态，提前一个月或者几个月公告很正常，只有台湾觉得要罢就罢，我知道你们罢工投票通过了，但是你不说日子，难道买机票这辈子都有可能要被随时停飞吗,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwW3gbzH5Z64JDDfJV4AaABAg,Flutteriver飄飄河,"長榮不是說要告嗎？
告到後來怎樣了？",0,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugw_bEIhNRpFdxQZgiF4AaABAg,魏博奕,6:11 一眼看過去 國明黨爛就算常識了 7個立委還他媽的三個都苗栗的  苗栗國早就有伏筆了,1,0,0,0.8,0.3,0,1,0,0
RHHATFfNsAA,Ugw8Tw2Y_Yt7dxkEx5B4AaABAg,William Tao,我觉得不要给这种罢工洗白啦。没得洗我支持罢工争取权益。我们这里也常常罢工。但是绝对不是这个样子的。公交罢工火车罢工 老师罢工都可以。但是麻烦提前一个礼拜通知大家。。。你不能说不来就不来了。还我我也发火。比如今天会议以后我们决定在一周以后罢工。我然后市民都知道了。就不会影响他们的生活。他们该改签的改签。该退票的退票。然后你们就罢工。本来就是这样的。你们这个操作流程有问题还怪市民不理解你们。。。有毒吧。突然罢工就是要被民众骂啊。你有什么好说的。问题不是罢工。而是突然。等等你妈突然心脏病发。然后送到医院还好的。下一秒突然整个医院罢工。你哭都来不及。医院也可以罢工啊。就提前半个月说吧。病人转移了。然后在罢工就可以啦。所以问题不在罢工在突然。别给这个突然找理由。说什么有征兆。这真的很瞎。,1,0,0,0.4,0.4,0,1,0,0
RHHATFfNsAA,UgypyYFW0brLgssym4x4AaABAg,林宥箴,2892個航空高層按了不喜歡,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzboxJgxDeVABD2x0R4AaABAg,sally lin,那個極權禿驢是誰啊？,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugxcmyx-htOmo4BXhR54AaABAg,神無月,台灣人本來就鄙視勞工跟勞權,0,0,0,0.5,0.4,0,1,0,0
RHHATFfNsAA,Ugy3H0bRChhk0WUrd-d4AaABAg,曾大一,不倫不類的比喻   帶風向,0,0,0,1,0.6,0,1,0,0
RHHATFfNsAA,UgzWWrDNh6wJggGuzE54AaABAg,阿德哥,我有猜到現場會罷工 哈哈,0,0,0.6,0,0.4,0,0,0,0
RHHATFfNsAA,UgxrVkkDPUwp1bYIPkJ4AaABAg,Keung Tang,就像法國 澳洲的罷工（工業行動），確實是會提前講。,2,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugw9RddPQ5gpos2jsR94AaABAg,昀欣,超級喜歡博恩XD,0,0,1,0,0.7,0,0,0,0
RHHATFfNsAA,UgzWvTprNPFPvR328K14AaABAg,Leo Zhou,為了罷工投票，中間等候時期不就已經罷工了，這邏輯我服了哈哈哈,0,0,0.7,0,0.5,0,0,0,0
RHHATFfNsAA,UgwGRSXCvdmIh_vNL0B4AaABAg,鍾筱燁,同工不同酬會對管理有問題?  啊企業不是禁止公開自己的薪資嗎，結果企業講這種話是在哈囉嗎?,3,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwfmKJdkd7GiDHZY_R4AaABAg,登雲步月,其實組不組工會都不重要  反正大部份的工會都是資方工會  就拿某國營事業來說   幾乎所有分會理事長都由經理或股長來擔任  完美呈現勞資就是要玩死你,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgyAWQi_e2I-v-3kLT14AaABAg,bondso47,"我要爭取權利，為了飛安....
但是其他跟我做一模一樣工作同組的人，
因為他沒有參加罷工，所以不會有飛安問題？
所以他不用跟我一樣享有一樣的權利？",0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwhmliaiouMp42jOcp4AaABAg,禹錫,好啦，大家都跑了乖乖玩導播機吧,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzFuqZ-s5knZK2epn94AaABAg,徐德森,最後敗在立即罷工,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugzon3vt811xJexIM8V4AaABAg,玩了七年的漢默,回頭看 苗栗議員 = =,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugwjmw-R09vRNSpelDt4AaABAg,jacobe fui,你要罷工你要先講啊!!!!,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgxvXwRCH8zcGuFRBKR4AaABAg,朱耕甫,黃衣服那個好正喔,0,0,1,0,0.2,0,0,0,0
RHHATFfNsAA,UgxkkAjBgmOkJo_HQkx4AaABAg,陳岳陽,"罷工法律沒有定義好
沒有罷工預告期
影響別人，誰要支持你 😑",0,0,0,1,0.4,0,1,0,0
RHHATFfNsAA,UgwQO0mvtfTslYvvFEx4AaABAg,林北,"08:18 那ㄍ罷工ㄉ小哥哥好帥><
在看到右邊那ㄍ糟老頭子真ㄉ是....pity",1,0,0.5,0,0.2,0,0,0,0
RHHATFfNsAA,UgwEzaQRGG_TlzXIQs94AaABAg,Enel Jong,「看似受到勞基法保護，其實都是空氣」本篇核心😢,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwNy20G4PeFlS2mPJF4AaABAg,丁政傑,10：18怒火內勤線,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgxnSGsx7NELKRJEiEx4AaABAg,阿哲,"7:50 誰得利?
宜得力……",1,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwPdxq0Te5QVUbez9Z4AaABAg,簡子馨,最後真的超諷刺 猛XDDD 寫手按讚,0,0,1,0,0.7,0,0,0,0
RHHATFfNsAA,UgxD8pbzMDUiV6XOSNN4AaABAg,AbneR oo,妳要罷工你要先講啊,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgyQ0AdHTk86JDDsIPZ4AaABAg,愛你3000,球就是這麼踢滴～～,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgyXprNOWKafcDSGUbZ4AaABAg,林彤彤,"加我的賴 199714141414
別管甚麼政治了  彤彤帶你飛",0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzNRbJ6Qc3T9IBQ54p4AaABAg,小貓咪,10:45 那是馬國賢吧...,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzNowiuVSf8iBs47z94AaABAg,夢虛子,"這支影片考據不完整,不妥當",0,0,0,1,1,0,1,0,0
RHHATFfNsAA,UgyNaGnUf7lP05DqqjJ4AaABAg,Spades,內勤怎麼會懂外勤的累 內勤工作吹冷氣 外勤坐飛機還要照顧客人還怕飛機出事情 內勤不就在考上去而已 一個靠體力一個靠腦力 外勤可能要24小時待命 內勤...8小時後換班囉！,2,1,0,0,0,0,0,0,0
RHHATFfNsAA,UgxwcRIgrTgBe5mLkxJ4AaABAg,沒有人,跟中國人不打中國人這種話一樣耶,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugx9IAhyhM5HX14ENch4AaABAg,林子濰,絕對要當警察的老共們要撐下去,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwPy1_ukp4g9O6ue6d4AaABAg,陳仁智,0:31#字幕 （因為毫無意義「資方」完全沒有......）,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgxPgDWnqix9H0ceYIB4AaABAg,林子濰,請安排工作給50幾歲的人,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugzjcp3N_A0xfy0ZWbp4AaABAg,林子濰,像是機師該退休如果你不想在飛機上,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgycLE2Gg6dIYxtpt-R4AaABAg,林子濰,像是兒童心智科的大人應該帶兒童去大陸就醫,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwgDdDNa7_pDaWc83N4AaABAg,林子濰,買船買船買船,1,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwObLsKpnczDY_zIFZ4AaABAg,林子濰,是可以坐船離開台灣啦不用生氣,1,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwpThuezliCyV4KhnR4AaABAg,Kevin Liao,没想到博恩挺左的，不错不错,0,0,0.8,0,0.4,0,0,0,0
RHHATFfNsAA,Ugx5tQcBiSzUMAeQEm54AaABAg,嘟嘟嘟,0:42,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgyOfcV8mVywxIaUEZ54AaABAg,g1217man,‘’夏克‘’那段真的超好笑xDD,1,0,0.8,0,0.4,0,0,0,0
RHHATFfNsAA,UgwLVroUJdruznUxVdF4AaABAg,莊宇耕,這集拍得太好了,0,0,1,0,0.9,0,0,0,0
RHHATFfNsAA,Ugz3MJDhuRCTqLSv4194AaABAg,黃柏樺,Shots*16超尷尬,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugx1EzoXJbz6Bnbr9754AaABAg,Tape Channel,"英國航空罷工: 
　　
「如果機師都不說話，還有人能抵抗航空資方的予取予求嗎？」2019年9月9日，英國航空公司（British Airways）的機師工會，正式啟動為期48小時罷工大抗爭——在行動階段，英航全球的航班起降將「100%取消」——影響旅客人數不僅超過28萬人，更是英航史上最大規模的勞工行動。
　　
英航本次的罷工行動，目前分為兩個階段，首波行動將從9月9日至10日，次波追加則暫定於9月27日。其勞資糾紛的主要爭議，在於英航機師工會（Balpa）對於公司分潤的「結構性不公」。
　
工會認為，在過去幾年間，英航透過人力撙節、壓縮成本等方式大幅獲利，不僅財務連年黑字，在2018年更創下了歷史性的27億歐元的盈餘。然而英航的勞工，卻沒有分享到相應的獲利果實，因此自今年1月起，勞資雙方就針對薪資結構問題展開了漫長的談判。
　
在這段時間，以英航CEO克魯茲（Alex Cruz）為首的資方高層主張：英航雖然連年黑字、表現不俗，但當前卻也面臨著國際油價不斷上漲、英鎊貶值的匯差、英國脫歐不確定風險劇增...等負面挑戰，因此資方所能提出來的「最好妥協」，即是以3年為期，分階段調漲機師薪資11.5%。
　
然而英航機師工會卻拒絕接受「11.5%的最高漲薪」，因為他們要求的不只是薪資數值的上漲，而是「更公平的獲利回饋機制」，試圖逆轉英航長年來的人力撙節趨勢。不過對此，英航方面則拒絕退讓，反而指責機師公會「貪得無厭」，竟敢將公司的品牌形象與顧客的服務聲譽，拿來當成「滿足自己荷包的談判籌碼」。
　
「英航一直很重視員工資產，我們已經付給旗下機師『世界頂級收入』了，你們還想怎樣？」克魯茲表示，英航機師的平均年薪是9萬英鎊（新台幣346萬元）。但升到正機師後，平均薪資則能達到16.7萬英鎊（新台幣643萬）外加1.6萬英鎊的津貼加給（新台幣64萬）；若比照公司的11.5%加薪方案，機師的年薪級更可上看20萬英鎊（新台幣770萬），「福利根本遠優於『公平』!」
　
此外，在談判瀕臨破局的前夕，英航還在9月7號——也就是勞工行動前的最後48小時——發出了極具威脅性的懲處命令：「只要有人響應罷工，公司就將取消罷工當事人未來3年內的機票優惠！」
　
「不珍惜英航品牌的人，沒有資格享受公司的福利。」在內部聲明中，英航資方態度強硬地表示，如果罷工行動造成公司損失，最後也將直接影響勞工的薪資福利。殊不知此舉，卻更為激怒英航機師工會，最終不僅9月9日、10日的罷工行動「100%如起舉行」，工會內部更迅速地募集了鉅額的罷工支援基金，準備要升高抗爭的時間規模，試圖以更強硬的行動「逼英航與CEO克魯茲公開認錯」。
　
「我們在乎的不是加薪的數字，而是對待員工的『原則問題』。」一名匿名的機師向《金融時報》表示，許多響應罷工的機師都自願放棄了年中的分紅機會，大家之所以硬起來要和公司對幹，爭的都是一口氣。
　
「大家要知道，在支撐航空工業的眾多勞工裡，機師們可說是站在食物鏈頂端的優勢階級...所以如果我們都不出來對抗，誰還能制衡資方？如果我們不能迫使英航在『發大財』的日子裡，更公平地與基層分享利潤，未來我們還能指望怎樣的勞工待遇？」

https://www.google.com/amp/s/global.udn.com/global_vision/amp/story/8662/4037881",20,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzOApWZOIR1CZrbv5h4AaABAg,田主大茄子,"誰得利？






宜得利OUO",0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgyYufZANg_m40xWYNV4AaABAg,Johnny Sun,狂！,0,0,1,0,0.3,0,0,0,0
RHHATFfNsAA,UgwvW59klnjKUAWBeU54AaABAg,Jeremy bourgois,真的shut到我極度尷尬,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgxfYfC_McP8h6owkXN4AaABAg,任秉一,太6了这个视频,0,0,1,0,0.4,0,0,0,0
RHHATFfNsAA,UgwAT3SgoeZ1pdKwjX94AaABAg,isabelle H,大陆有工会就是用来发日用品和电影票的 没有罢工权,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwZYNu_2chrN_UHb314AaABAg,chloe,conan😍😍😍😍😍😍😍😍,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgyCAz8AGChVDqOdVcB4AaABAg,書山壓力大,"現在新聞做的是那個樣子
很多人都沒在看新聞吧？大家接受訊息來源都會有所不同（？）",2,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwqK5QQm8X6nPT4FrB4AaABAg,Morgan Von,八月五號了，感覺香港的罷工也被說道了,1,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugw4NroEm6qeup7rza14AaABAg,珮翎,你們為什麼要佔據我們上下班的動線 為什麼！,0,0,0,0.4,0.3,0,1,0,0
RHHATFfNsAA,Ugyc_zAJra1ZrTQFM4B4AaABAg,Csy. 0628,yee得利,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgweNA1B52WpnH06tzF4AaABAg,曾智杰,有2790個長榮高層按了不喜歡,2,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgxFvK-qFy4gpEDUFdt4AaABAg,Alen,勞權這集講的中肯，給予肯定,6,0,1,0,1,0,0,0,0
RHHATFfNsAA,Ugxdg1gIBsgSa9tLAtF4AaABAg,海嘯,我好像有看到阿心,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugzqp7gn9N_GAfV7VG94AaABAg,Leo寶寶吐司,在台灣只在乎資方 勞工？放心台灣沒有過勞死。誰在乎,2,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgxKU3O1N0H8CV-huzN4AaABAg,99 Turtle,大家都正在搭便車哦。當年，沒有前人為民主自由抗爭，現在大家都還生活在專制世界。,1,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgyFFjyZDd9nL7syDVp4AaABAg,Antonio Quantana,"長榮老闆.....這樣對待自己的員工....想必勞工受了很多苦....所以才有人常說，要挑對上司，而上司的前輩也說過，如果你要好，也是要讓底下員工願意跟著你、信服你
可是航空公司都通常只有聽到長榮在罷工，為什麼其他航空都不會罷工?
會不會是罷工成習慣，已經嘗到甜頭了? 所以想要更多所以這樣?",1,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgxslC3PSrTqxfzoO-h4AaABAg,Lucia Sha,https://www.youtube.com/watch?v=FlzXiKt1KSE,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzIFrNQP2HXtA1Ayvl4AaABAg,we ed,我住在罷工現場旁邊==,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzZe5SquxZVpizn94R4AaABAg,Jeff bolt,尷尬啊,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgxU2rCuE5mlQMG3--F4AaABAg,?孝謙,一群狗婊仔,0,0,0,1,0.2,0,1,0,0
RHHATFfNsAA,Ugz5ZuzkFinHpFK9nRd4AaABAg,nice74113,罷工>股票跌>買股票,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,Ugzj9CbZAeMMUw7gWw14AaABAg,楊芷琳,那是阿心嗎,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgwmH4y9okwQqaygODN4AaABAg,SF Chen,訴求不明確，要勞工董事要禁搭便車，沒參加罷工的也不會支持你，想長榮比照華航待遇就像聯電要求比照台積電，可能嗎？,0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgymOG4gDSP1N_UWncd4AaABAg,王永興,長榮空服員早就已經跟公司多次協商因為多次協商沒有結果最後才用最後的罷工手段而你這主持人卻在這邊胡說八道,0,0,0,1,0.8,0,1,0,0
RHHATFfNsAA,UgyEv5jaCsp9LusU4I54AaABAg,陳葦翔,如果無預警罷工台灣人民會挺嗎？無預警罷工本來就不對了，沒有正當信了而且更好笑的你們到總統府，請問一下你們是華航嗎？你們是民營企業耶，政府只能幫忙不能強迫長榮航空,1,0,0,0.4,0.4,0,1,0,0
RHHATFfNsAA,Ugz9oKm0NOb0zmlFz-V4AaABAg,yoyo o,"在罷工 沒罷工的人做在罷工的工作 為啥不能享有一樣的權利呢?
你罷工滑手機
人家在被客人罵
你罷工在ig傳美照
人家在忙一堆事彌補你們留下的爛攤子
然後你們成功了 其他人不准享有一樣的權利 0-0b",0,0,0,0,0,0,0,0,0
RHHATFfNsAA,UgzLdQPg447P-9jTRW14AaABAg,牛頓,阿心太正了吧,0,0,1,0,0.2,0,0,0,0
RHHATFfNsAA,UgzfHf6f4qrSrj9dPcx4AaABAg,tzu ying chen,台灣工會的用處就是用來給那些公司不幫你保勞健保的人用來保勞健保用的…不然還能幹嘛？哈哈,0,0,0.6,0,0.3,0,0,0,0
RHHATFfNsAA,UgxhgOCJS6iljflQKPt4AaABAg,聖仁,苗栗盛產沒用的立委,1,0,0,1,0.4,0,1,0,0
RHHATFfNsAA,UgxUCIK-fhD3un_GUnx4AaABAg,??子往死里忽悠,鬼岛,0,0,0,1,0.4,0,1,0,0
RHHATFfNsAA,UgysfQNKUK-6YkCX9Tl4AaABAg,Frank Johnson,台湾真好，至少可已和老板谈判。大陆老板就是某党，怎么谈？给你组工会的就是老板……顶多打击一下私企，国企的员工想都别想,1,0,1,0,0.4,0,0,0,0
RHHATFfNsAA,UgwJ3Ct6aUJWndvOUeN4AaABAg,鄰家姐姐,"這次影片還蠻好笑的哈哈
個人罷工事件心得…
站在勞方角度，罷工越多越成功越好，最好可以減少一些慣老闆，台灣勞工平均福利上升。
但以一個上班幾年的民眾來說…
看華航罷工機師過勞多辛苦啊，有淚水有原因，罷得好!
長榮空姐罷工?不是聽說福利很好嗎趕快來看看發生什麼事…呃，日支費比照華航、勞工要參與公司決策、外籍勞工比例要低，除了改善疲勞航班感覺合理一些，整體就是福利好還要更好，其他訴求雖然不是不應該但坦白說台灣慣老闆太多，超多人每天過勞沒加班費還比長榮拿得錢跟福利少很多很多…這樣的對比，怎麼可能引起一般民眾的共鳴呢？
就算理智上應該要支持，情感上也感受不到，多數薪資福利比長榮差的很難跟著吶喊資方壓榨，而這些人佔台灣勞工比例肯定過6成以上，所以才多數不支持這次罷工吧。",0,0,1,0,0.6,0,0,0,0
RHHATFfNsAA,Ugy5Mbs718dt5x2Zvr14AaABAg,Stella,沒錢不要開公司啦，長榮慣老闆，拒搭長榮,1,0,0,1,0.3,0,1,0,0
RHHATFfNsAA,Ugw18nqNV4hwr_TaRvd4AaABAg,ed t,欸，他們line群組說要霸凌耶，怎麼不發一篇這個？笑死,0,0,0.6,0,0.3,0,0,0,0
RHHATFfNsAA,Ugw3kKe7WdbGGbjNz2J4AaABAg,和野星,只有我看完覺得有點尷尬嗎？,1,0,0,0,0,0,0,0,0
